species,decimalLatitude,decimalLongitude,eventDate,year,basisOfRecord,coordinateUncertaintyInMeters
Cinclodes palliatus,-12.169845,-75.63094,2023-10-14,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.559751,-76.27505,2023-10-26,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577678,-76.26637,2023-10-26,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-12.169845,-75.63094,2023-10-14,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577678,-76.26637,2023-10-26,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577678,-76.26637,2023-11-12,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.600121,-76.20055,2023-11-14,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.580422,-76.263016,2023-11-12,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.560762,-76.27602,2023-11-13,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.560762,-76.27602,2023-11-13,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.560762,-76.27602,2023-11-13,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.560762,-76.27602,2023-11-13,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.561981,-76.27196,2023-11-30,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.560762,-76.27602,2023-11-13,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.560762,-76.27602,2023-11-13,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.560762,-76.27602,2023-11-13,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.560762,-76.27602,2023-11-17,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.536823,-76.27763,2023-11-27,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.560762,-76.27602,2023-11-17,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.567416,-76.2786,2023-11-27,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577478,-76.35644,2023-11-17,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.546491,-76.290436,2023-11-28,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577478,-76.35644,2023-12-10,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577678,-76.26637,2023-12-17,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.603326,-76.20338,2023-12-23,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577678,-76.26637,2023-12-17,2023,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.475146,-76.008967,2022-01-14T13:17,2022,HUMAN_OBSERVATION,31137.0
Cinclodes palliatus,-11.603326,-76.20338,2022-01-28,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.55976,-76.27515,2022-01-22,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.603326,-76.20338,2022-01-14,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577678,-76.26637,2022-01-24,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.682864,-74.80047,2022-02-17,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.682864,-74.80047,2022-02-17,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.602019,-76.19822,2022-02-11,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.602019,-76.19822,2022-02-11,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.602019,-76.19822,2022-02-11,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.682864,-74.80047,2022-02-17,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.726856,-76.090541,2022-02-11T08:43,2022,HUMAN_OBSERVATION,31126.0
Cinclodes palliatus,-11.59418,-76.24908,2022-03-28,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577478,-76.35644,2022-03-21,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.603326,-76.20338,2022-03-07,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.60798,-76.237724,2022-03-11,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.59418,-76.24908,2022-03-28,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.59418,-76.24908,2022-03-28,2022,HUMAN_OBSERVATION,
Cinclodes palliatus,-11.577678,-76.26637,2022-03-26,2022,HUMAN_OBSERVATION,
