decimalLatitude,decimalLongitude,bio_2,bio_3,bio_4,bio_5,bio_15,bio_18,presencia,estrategia_pseudo
-6.499060938879039,-80.46854417668162,9.790999412536621,58.40491485595703,266.7824401855469,31.09000015258789,185.7642364501953,22.0,0,ambiental
-12.119560548687929,-76.82596926326144,8.868999481201172,59.95808410644531,235.30917358398438,26.430999755859375,69.55908966064453,14.0,0,ambiental
-6.139836557883541,-80.92404447158593,10.01565933227539,58.7485466003418,277.6913146972656,30.873626708984375,145.34410095214844,21.0,0,ambiental
-14.478777106648407,-75.82603721219334,11.278749465942383,62.1829833984375,258.4427490234375,28.547000885009766,36.18136215209961,3.0,0,ambiental
-15.273569601869506,-75.04896274451269,10.175749778747559,61.347740173339844,238.2609405517578,27.132999420166016,36.18136215209961,3.0,0,ambiental
-8.154332536294646,-79.09141964896698,8.922778129577637,61.621395111083984,211.1833038330078,27.873332977294922,71.94544219970703,9.0,0,ambiental
-5.8745580656190715,-80.94280162217689,10.36657428741455,60.11931610107422,269.46502685546875,31.293333053588867,155.9248046875,20.0,0,ambiental
-16.195445844099726,-73.64596340672927,9.35130500793457,62.237056732177734,204.24147033691406,27.621686935424805,36.92744827270508,2.0,0,ambiental
-14.204291019238486,-75.75009846145716,11.338500022888184,63.065242767333984,253.95663452148438,28.714000701904297,48.85042190551758,4.0,0,ambiental
-13.201201249604443,-70.58647141313202,10.070833206176758,76.92943572998047,88.98474884033203,29.950000762939453,44.030670166015625,1750.0,0,ambiental
